##[["FCS genome report", 2, 1], {"git-rev": "v0.5.5-9-gfc836c1", "run-date": "Sat Oct 11 22:07:47 2025", "db": {"build-date": "2023-01-24", "seqs": 3025824, "Gbp": 709.264}, "run-info": {"agg-cvg": 0.523371, "asserted-div": "anml:insects", "inferred-primary-divs": ["anml:insects"], "corrected-primary-divs": ["anml:insects"], "genome-hash": "5d500aa9f0d02343"}}]
#seq_id	start_pos	end_pos	seq_len	action	div	agg_cont_cov	top_tax_name
ptg001052l	1	22798	22798	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Tribolium confusum
ptg001053l	1	31657	31657	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Tribolium confusum
ptg001054l	1	27237	27237	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Anopheles demeilloni
ptg001055l	1	42108	42108	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont (group B) of Chorthippus parallelus
ptg001056l	1	37099	37099	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Homalodisca vitripennis
ptg001057l	1	32972	32972	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont (group B) of Eucosma cana
ptg001058l	1	41603	41603	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Tribolium confusum
ptg001059l	1	29780	29780	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Laodelphax striatellus
ptg001060l	1	31907	31907	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Drosophila mauritiana
ptg001061l	1	51756	51756	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Tribolium confusum
ptg001062l	1	45435	45435	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Tribolium confusum
ptg001063l	1	26418	26418	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Laodelphax striatellus
ptg001064l	1	35820	35820	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Spodoptera picta
ptg001065l	1	47374	47374	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont (group B) of Phalera bucephala
ptg001066l	1	32494	32494	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont (group B) of Erebia ligea
ptg001067l	1	36606	36606	EXCLUDE	prok:a-proteobacteria	97	Wolbachia endosymbiont (group B) of Erebia ligea
ptg001068l	1	21909	21909	EXCLUDE	prok:a-proteobacteria	93	Wolbachia endosymbiont (group B) of Agriphila straminella
ptg001069l	1	43550	43550	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Tribolium confusum
ptg001070l	1	33927	33927	EXCLUDE	prok:a-proteobacteria	96	Wolbachia endosymbiont (group B) of Ischnura elegans
ptg001071l	1	32862	32862	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Spodoptera picta
ptg001072l	1	33167	33167	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Tribolium confusum
ptg001073l	1	33289	33289	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Tribolium confusum
ptg001074l	1	37909	37909	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont (group B) of Chorthippus parallelus
ptg001075l	1	34441	34441	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont (group B) of Phalera bucephala
ptg001076l	1	27265	27265	EXCLUDE	prok:a-proteobacteria	98	Wolbachia endosymbiont (group B) of Agriphila straminella
ptg001077l	1	47712	47712	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Tribolium confusum
ptg001078l	1	23296	23296	EXCLUDE	prok:a-proteobacteria	94	Wolbachia endosymbiont (group B) of Agriphila straminella
ptg001079l	1	34578	34578	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont (group B) of Agriphila straminella
ptg001080l	1	21855	21855	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Anopheles demeilloni
ptg001081l	1	76425	76425	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Tribolium confusum
ptg001082l	1	36633	36633	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont (group B) of Erebia ligea
ptg001083l	1	34006	34006	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont (group B) of Erebia ligea
ptg001084l	1	30197	30197	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Tribolium confusum
ptg001085l	1	58586	58586	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Tribolium confusum
ptg001086l	1	58070	58070	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Tribolium confusum
ptg001087l	1	51167	51167	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Spodoptera picta
ptg001088l	1	32454	32454	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Tribolium confusum
ptg001089l	1	41247	41247	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Homalodisca vitripennis
ptg001090l	1	33739	33739	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont (group B) of Erebia ligea
ptg001091l	1	54635	54635	EXCLUDE	prok:a-proteobacteria	98	Wolbachia endosymbiont of Spodoptera picta
ptg001092l	1	60397	60397	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont (group B) of Phalera bucephala
ptg001093l	1	31338	31338	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Drosophila mauritiana
ptg001094l	1	25010	25010	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Anopheles demeilloni
ptg001095l	1	28476	28476	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Anopheles demeilloni
ptg001096l	1	20929	20929	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Tribolium confusum
ptg001097l	1	45618	45618	EXCLUDE	prok:a-proteobacteria	98	Wolbachia endosymbiont (group B) of Agriphila straminella
ptg001098l	1	37317	37317	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Tribolium confusum
ptg001099l	1	38207	38207	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Tribolium confusum
ptg001100l	1	41634	41634	EXCLUDE	prok:a-proteobacteria	94	Wolbachia endosymbiont (group B) of Erebia ligea
ptg001101l	1	27750	27750	EXCLUDE	prok:a-proteobacteria	98	Wolbachia endosymbiont of Tribolium confusum
ptg001102l	1	39721	39721	EXCLUDE	prok:a-proteobacteria	98	Wolbachia endosymbiont (group B) of Agriphila straminella
ptg001103l	1	42574	42574	EXCLUDE	prok:a-proteobacteria	98	Wolbachia endosymbiont of Spodoptera picta
ptg001104l	1	38131	38131	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Tribolium confusum
ptg001105l	1	55018	55018	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Anopheles demeilloni
ptg001106l	1	24694	24694	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Anopheles demeilloni
ptg001107l	1	54185	54185	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont (group B) of Ischnura elegans
ptg001108l	1	42258	42258	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Spodoptera picta
ptg001109l	1	31493	31493	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Tribolium confusum
ptg001110l	1	30375	30375	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Anopheles demeilloni
ptg001111l	1	47432	47432	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Tribolium confusum
ptg001112l	1	38787	38787	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Tribolium confusum
ptg001113l	1	46140	46140	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Tribolium confusum
ptg001114l	1	44259	44259	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont (group B) of Agriphila straminella
ptg001115l	1	46021	46021	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Tribolium confusum
ptg001116l	1	21325	21325	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont (group B) of Chorthippus parallelus
ptg001117l	1	50671	50671	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Anopheles demeilloni
ptg001118l	1	31828	31828	EXCLUDE	prok:a-proteobacteria	96	Wolbachia endosymbiont (group B) of Erebia ligea
ptg001119l	1	20543	20543	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont (group B) of Ischnura elegans
ptg001120l	1	33790	33790	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Anopheles demeilloni
ptg001121l	1	23003	23003	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Tribolium confusum
ptg001122l	1	37110	37110	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont (group B) of Erebia ligea
ptg001123l	1	80748	80748	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont (group B) of Chorthippus parallelus
ptg001124l	1	56485	56485	EXCLUDE	prok:a-proteobacteria	98	Wolbachia endosymbiont of Tribolium confusum
ptg001125l	1	44398	44398	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Tribolium confusum
ptg001126l	1	38933	38933	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Laodelphax striatellus
ptg001127l	1	37710	37710	EXCLUDE	prok:a-proteobacteria	98	Wolbachia endosymbiont (group B) of Agriphila straminella
ptg001128l	1	40165	40165	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Anopheles demeilloni
ptg001129l	1	27269	27269	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Tribolium confusum
ptg001130l	1	36125	36125	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont (group B) of Ischnura elegans
ptg001131l	1	32258	32258	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont (group B) of Melanostoma mellinum
ptg001132l	1	29601	29601	EXCLUDE	prok:a-proteobacteria	92	Wolbachia endosymbiont (group B) of Agriphila straminella
ptg001133l	1	27628	27628	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont (group B) of Agriphila straminella
ptg001134l	1	30905	30905	EXCLUDE	prok:a-proteobacteria	98	Wolbachia endosymbiont (group B) of Melanostoma mellinum
ptg001135l	1	25893	25893	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Tribolium confusum
ptg001136l	1	31330	31330	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont (group B) of Agriphila straminella
ptg001137l	1	39687	39687	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont (group B) of Eucosma cana
ptg001138l	1	32529	32529	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont (group B) of Agriphila straminella
ptg001139l	1	18083	18083	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Tribolium confusum
ptg001140l	1	41607	41607	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Tribolium confusum
ptg001141l	1	66278	66278	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Tribolium confusum
ptg001142l	1	36705	36705	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Nilaparvata lugens
ptg001143l	1	71214	71214	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Nilaparvata lugens
ptg001144l	1	42168	42168	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Drosophila mauritiana
ptg001145l	1	43836	43836	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Anopheles demeilloni
ptg001146l	1	56502	56502	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Tribolium confusum
ptg001147l	1	44342	44342	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont (group B) of Agriphila straminella
ptg001148l	1	31122	31122	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Diaphorina citri
ptg001149l	1	40377	40377	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Tribolium confusum
ptg001150l	1	30987	30987	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Tribolium confusum
ptg001151l	1	67209	67209	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Nilaparvata lugens
ptg001152l	1	29089	29089	EXCLUDE	prok:a-proteobacteria	94	Wolbachia endosymbiont (group B) of Erebia ligea
ptg001153l	1	29550	29550	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont (group B) of Chorthippus parallelus
ptg001154l	1	25063	25063	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Spodoptera picta
ptg001155l	1	46058	46058	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Tribolium confusum
ptg001156l	1	39983	39983	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont (group B) of Chorthippus parallelus
ptg001157l	1	23601	23601	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Tribolium confusum
ptg001158l	1	37049	37049	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Anopheles demeilloni
ptg001159l	1	41871	41871	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont (group B) of Phalera bucephala
ptg001160l	1	48638	48638	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Nilaparvata lugens
ptg001161l	1	49034	49034	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Tribolium confusum
ptg001162l	1	49778	49778	EXCLUDE	prok:a-proteobacteria	97	Wolbachia endosymbiont of Spodoptera picta
ptg001163l	1	46322	46322	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Tribolium confusum
ptg001164l	1	37885	37885	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Tribolium confusum
ptg001165l	1	26378	26378	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont (group B) of Erebia ligea
ptg001166l	1	31847	31847	EXCLUDE	prok:a-proteobacteria	98	Wolbachia endosymbiont (group B) of Agriphila straminella
ptg001167l	1	52252	52252	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Tribolium confusum
ptg001168l	1	34826	34826	EXCLUDE	prok:a-proteobacteria	95	Wolbachia endosymbiont (group B) of Erebia ligea
ptg001169l	1	38260	38260	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Tribolium confusum
ptg001170l	1	39357	39357	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Tribolium confusum
ptg001171l	1	29437	29437	EXCLUDE	prok:a-proteobacteria	97	Wolbachia endosymbiont of Tribolium confusum
ptg001172l	1	55782	55782	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Tribolium confusum
ptg001173l	1	32083	32083	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Diaphorina citri
ptg001174l	1	18986	18986	EXCLUDE	prok:a-proteobacteria	96	Wolbachia endosymbiont of Tribolium confusum
ptg001175l	1	26322	26322	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Spodoptera picta
ptg001176l	1	25360	25360	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Tribolium confusum
ptg001177l	1	48289	48289	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont (group B) of Agriphila straminella
ptg001178l	1	37311	37311	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont (group B) of Chorthippus parallelus
ptg001179l	1	41395	41395	EXCLUDE	prok:a-proteobacteria	98	Wolbachia endosymbiont (group B) of Melanostoma mellinum
ptg001180l	1	41020	41020	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont (group B) of Agriphila straminella
ptg001181l	1	17814	17814	EXCLUDE	prok:a-proteobacteria	93	Wolbachia endosymbiont (group B) of Ischnura elegans
ptg001182l	1	47804	47804	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Tribolium confusum
ptg001183l	1	18080	18080	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont (group B) of Chorthippus parallelus
ptg001184l	1	49085	49085	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont (group B) of Chorthippus parallelus
ptg001185l	1	52520	52520	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont (group B) of Ischnura elegans
ptg001186l	1	35913	35913	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Anopheles demeilloni
ptg001187l	1	41942	41942	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont (group B) of Phalera bucephala
ptg001188l	1	43738	43738	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Spodoptera picta
ptg001189l	1	43267	43267	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Tribolium confusum
ptg001190l	1	38062	38062	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont (group B) of Agriphila straminella
ptg001191l	1	45610	45610	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Spodoptera picta
ptg001192l	1	57640	57640	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Anopheles demeilloni
ptg001193l	1	30158	30158	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Anopheles demeilloni
ptg001194l	1	74579	74579	EXCLUDE	prok:a-proteobacteria	98	Wolbachia endosymbiont (group B) of Erebia ligea
ptg001195l	1	35425	35425	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont (group B) of Ischnura elegans
ptg001196l	1	29830	29830	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont (group B) of Erebia ligea
ptg001197l	1	41667	41667	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont (group B) of Chorthippus parallelus
ptg001198l	1	31205	31205	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont (group B) of Eucosma cana
ptg001199l	1	21982	21982	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Tribolium confusum
ptg001200l	1	26451	26451	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Spodoptera picta
ptg001201l	1	36074	36074	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Homalodisca vitripennis
ptg001202l	1	37351	37351	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont (group B) of Erebia ligea
ptg001203l	1	29706	29706	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont (group B) of Erebia ligea
ptg001204l	1	51179	51179	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont (group B) of Agriphila straminella
ptg001205l	1	43842	43842	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Tribolium confusum
ptg001206l	1	31208	31208	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Homalodisca vitripennis
ptg001207l	1	16404	16404	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Homalodisca vitripennis
ptg001208l	1	25065	25065	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Tribolium confusum
ptg001209l	1	43626	43626	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Tribolium confusum
ptg001210l	1	34186	34186	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont (group B) of Eucosma cana
ptg001211l	1	28639	28639	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Anopheles demeilloni
ptg001212l	1	24527	24527	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Tribolium confusum
ptg001213l	1	33420	33420	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont (group B) of Eucosma cana
ptg001214l	1	49390	49390	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont (group B) of Chorthippus parallelus
ptg001215l	1	35097	35097	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Anopheles demeilloni
ptg001216l	1	26915	26915	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont (group B) of Agriphila straminella
ptg001217l	1	44808	44808	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Drosophila mauritiana
ptg001218l	1	24379	24379	EXCLUDE	prok:a-proteobacteria	97	Wolbachia endosymbiont of Tribolium confusum
ptg001219l	1	30553	30553	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont (group B) of Agriphila straminella
ptg001220l	1	28077	28077	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont (group B) of Chorthippus parallelus
ptg001221l	1	38828	38828	EXCLUDE	prok:a-proteobacteria	98	Wolbachia endosymbiont (group B) of Chorthippus parallelus
ptg001222l	1	26987	26987	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont (group B) of Ischnura elegans
ptg001223l	1	42719	42719	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Tribolium confusum
ptg001224l	1	25232	25232	EXCLUDE	prok:a-proteobacteria	98	Wolbachia endosymbiont (group B) of Ischnura elegans
ptg001225l	1	61982	61982	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Tribolium confusum
ptg001226l	1	34682	34682	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Anopheles demeilloni
ptg001227l	1	50518	50518	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont (group B) of Agriphila straminella
ptg001228l	1	51394	51394	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont (group B) of Chorthippus parallelus
ptg001229l	1	67100	67100	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont (group B) of Phalera bucephala
ptg001230l	1	32953	32953	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Tribolium confusum
ptg001231l	1	24522	24522	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Diaphorina citri
ptg001232l	1	28845	28845	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont (group B) of Chorthippus parallelus
ptg001233l	1	35809	35809	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Laodelphax striatellus
ptg001234l	1	37066	37066	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Tribolium confusum
ptg001235l	1	38272	38272	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont (group B) of Agriphila straminella
ptg001236l	1	28378	28378	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Tribolium confusum
ptg001237l	1	54602	54602	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Homalodisca vitripennis
ptg001238l	1	32817	32817	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont (group B) of Phalera bucephala
ptg001239l	1	48889	48889	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Tribolium confusum
ptg001240l	1	36482	36482	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Tribolium confusum
ptg001241l	1	33729	33729	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Tribolium confusum
ptg001242l	1	25291	25291	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Tribolium confusum
ptg001243l	1	32313	32313	EXCLUDE	prok:a-proteobacteria	98	Wolbachia endosymbiont of Spodoptera picta
ptg001244l	1	26805	26805	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont (group B) of Eucosma cana
ptg001245l	1	18133	18133	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Tribolium confusum
ptg001246l	1	28921	28921	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Tribolium confusum
ptg001247l	1	37105	37105	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Tribolium confusum
ptg001248l	1	28078	28078	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Tribolium confusum
ptg001249l	1	32776	32776	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Tribolium confusum
ptg001250l	1	35951	35951	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Tribolium confusum
ptg001251l	1	28908	28908	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Spodoptera picta
ptg001252l	1	46565	46565	EXCLUDE	prok:a-proteobacteria	92	Wolbachia endosymbiont (group B) of Erebia ligea
ptg001253l	1	31725	31725	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Spodoptera picta
ptg001254l	1	31154	31154	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont (group B) of Chorthippus parallelus
ptg001255l	1	28735	28735	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Spodoptera picta
ptg001256l	1	45036	45036	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Tribolium confusum
ptg001257l	1	33932	33932	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Tribolium confusum
ptg001258l	1	37688	37688	EXCLUDE	prok:a-proteobacteria	98	Wolbachia endosymbiont (group B) of Chorthippus parallelus
ptg001259l	1	35241	35241	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont (group B) of Agriphila straminella
ptg001260l	1	53721	53721	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont (group B) of Ischnura elegans
ptg001261l	1	42670	42670	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Tribolium confusum
ptg001262l	1	30195	30195	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont (group B) of Agriphila straminella
ptg001263l	1	47602	47602	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont (group B) of Chorthippus parallelus
ptg001264l	1	51903	51903	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Anopheles demeilloni
ptg001265l	1	54358	54358	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Tribolium confusum
ptg001266l	1	42836	42836	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont (group B) of Erebia ligea
ptg001267l	1	40268	40268	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Anopheles demeilloni
ptg001268l	1	27931	27931	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Laodelphax striatellus
ptg001269l	1	35464	35464	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Tribolium confusum
ptg001270l	1	52912	52912	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont (group B) of Chorthippus parallelus
ptg001271l	1	29077	29077	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont (group B) of Eucosma cana
ptg001272l	1	36814	36814	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Tribolium confusum
ptg001273l	1	38132	38132	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont (group B) of Agriphila straminella
ptg001274l	1	71931	71931	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Anopheles demeilloni
ptg001275l	1	34928	34928	EXCLUDE	prok:a-proteobacteria	97	Wolbachia endosymbiont (group B) of Chorthippus parallelus
ptg001276l	1	34998	34998	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Anopheles demeilloni
