##[["GX taxonomy analysis report", 3, 1], {"git-rev": "v0.5.5-9-gfc836c1", "run-date": "Sat Oct 11 22:07:47 2025", "db": {"build-date": "2023-01-24", "seqs": 3025824, "Gbp": 709.264}, "run-info": {"agg-cvg": 0.523371, "asserted-div": "anml:insects", "inferred-primary-divs": ["anml:insects"], "corrected-primary-divs": ["anml:insects"], "genome-hash": "5d500aa9f0d02343"}}]
#seq-id	seq-len	(xp,lc,co,n,mt,pt,pm)-len	cvg-by-all	sep1	tax-name-1	tax-id-1	div-1	cvg-by-div-1	cvg-by-tax-1	score-1	sep2	tax-id-2	div-2	cvg-by-div-2	cvg-by-tax-2	score-2	sep3	tax-id-3	div-3	cvg-by-div-3	cvg-by-tax-3	score-3	sep4	tax-id-4	div-4	cvg-by-div-4	cvg-by-tax-4	score-4	sep5	reserved	result	div	div_pct_cvg
ptg001309l	42806	3233,0,0,0,0,0,0	42803	|	Wolbachia endosymbiont of Tribolium confusum	214474	prok:a-proteobacteria	42803	36690	1243	|	2953997	prok:a-proteobacteria	42803	36444	1230	|	7038	anml:insects	22817	12894	656	|	2795564	anml:insects	22817	3353	223	|	n/a	contaminant(div)	prok:a-proteobacteria	100
ptg001310l	52935	1939,89,520,0,0,0,0	52935	|	Wolbachia endosymbiont of Tribolium confusum	214474	prok:a-proteobacteria	52935	48925	1336	|	2953972	prok:a-proteobacteria	52935	46266	1310	|	2795564	anml:insects	19102	9574	305	|	197043	anml:insects	19102	4757	182	|	n/a	contaminant(div)	prok:a-proteobacteria	100
ptg001311l	48113	2224,926,0,0,0,0,0	46811	|	Wolbachia endosymbiont (group B) of Erebia ligea	2954010	prok:a-proteobacteria	46811	44761	1442	|	2953972	prok:a-proteobacteria	46811	44309	1407	|	2795564	anml:insects	21320	5849	383	|	28612	anml:insects	21320	10070	233	|	n/a	contaminant(div)	prok:a-proteobacteria	97
ptg001312l	33757	1434,0,380,0,0,0,0	33695	|	Wolbachia endosymbiont of Tribolium confusum	214474	prok:a-proteobacteria	33695	27858	1070	|	2954043	prok:a-proteobacteria	33695	27308	1061	|	197043	anml:insects	8638	3805	170	|	1766051	anml:nematodes	10092	6265	165	|	n/a	contaminant(div)	prok:a-proteobacteria	100
ptg001313l	34225	200,0,260,0,0,0,0	34162	|	Wolbachia endosymbiont (group B) of Ischnura elegans	2954021	prok:a-proteobacteria	34162	31978	1124	|	2748871	prok:a-proteobacteria	34162	31633	1120	|	2795564	anml:insects	15812	5352	284	|	197043	anml:insects	15812	5392	169	|	n/a	contaminant(div)	prok:a-proteobacteria	100
ptg001314l	48875	658,0,260,0,0,0,0	48841	|	Wolbachia endosymbiont (group B) of Agriphila straminella	2953972	prok:a-proteobacteria	48841	43459	1312	|	2954012	prok:a-proteobacteria	48841	42190	1305	|	2795564	anml:insects	20776	8159	311	|	1766051	anml:nematodes	10459	5788	198	|	n/a	contaminant(div)	prok:a-proteobacteria	100
ptg001315l	19149	0,86,0,0,0,0,0	19122	|	Wolbachia endosymbiont (group B) of Chorthippus parallelus	2953997	prok:a-proteobacteria	19122	18969	932	|	1532454	prok:a-proteobacteria	19122	18746	911	|	6287	anml:nematodes	6184	3794	136	|	931557	anml:insects	3262	296	94	|	n/a	contaminant(div)	prok:a-proteobacteria	100
ptg001316l	24984	0,77,0,0,0,0,0	24969	|	Wolbachia endosymbiont of Homalodisca vitripennis	1532454	prok:a-proteobacteria	24965	24327	935	|	214474	prok:a-proteobacteria	24965	19028	913	|	2795564	anml:insects	14908	9561	416	|	197043	anml:insects	14908	3268	148	|	n/a	contaminant(div)	prok:a-proteobacteria	100
ptg001317l	28791	340,0,0,0,0,0,0	28786	|	Wolbachia endosymbiont of Tribolium confusum	214474	prok:a-proteobacteria	28786	25745	1019	|	2954010	prok:a-proteobacteria	28786	21139	979	|	931172	anml:insects	12760	3645	329	|	197043	anml:insects	12760	4210	168	|	n/a	contaminant(div)	prok:a-proteobacteria	100
ptg001318l	32627	287,0,0,0,0,0,0	32614	|	Wolbachia endosymbiont (group B) of Eucosma cana	2954012	prok:a-proteobacteria	32614	29655	1024	|	2953972	prok:a-proteobacteria	32614	27988	1021	|	72781	anml:insects	8616	3221	209	|	104688	anml:insects	8616	1154	189	|	n/a	contaminant(div)	prok:a-proteobacteria	100
ptg001319l	24690	521,0,0,0,0,0,0	24674	|	Wolbachia endosymbiont (group B) of Agriphila straminella	2953972	prok:a-proteobacteria	24646	22308	943	|	214474	prok:a-proteobacteria	24646	23458	933	|	1766051	anml:nematodes	7399	6351	193	|	27457	anml:insects	6493	1876	150	|	n/a	contaminant(div)	prok:a-proteobacteria	100
ptg001320l	42110	337,0,40,0,0,0,0	42098	|	Wolbachia endosymbiont of Tribolium confusum	214474	prok:a-proteobacteria	42097	38138	1161	|	2769078	prok:a-proteobacteria	42097	29625	1113	|	931172	anml:insects	15872	4250	317	|	197043	anml:insects	15872	6224	184	|	n/a	contaminant(div)	prok:a-proteobacteria	100
ptg001321l	43796	1875,0,1480,0,0,0,0	43784	|	Wolbachia endosymbiont of Tribolium confusum	214474	prok:a-proteobacteria	43784	41549	1277	|	2953972	prok:a-proteobacteria	43784	38518	1268	|	2795564	anml:insects	22147	12389	376	|	72781	anml:insects	22147	3031	255	|	n/a	contaminant(div)	prok:a-proteobacteria	100
ptg001322l	39638	1620,0,540,0,0,0,0	39621	|	Wolbachia endosymbiont (group B) of Phalera bucephala	2954043	prok:a-proteobacteria	39621	31450	1148	|	214474	prok:a-proteobacteria	39621	31576	1138	|	1766051	anml:nematodes	10293	5829	158	|	197043	anml:insects	9712	3793	151	|	n/a	contaminant(div)	prok:a-proteobacteria	100
ptg001323l	40818	2040,0,180,0,0,0,0	40801	|	Wolbachia endosymbiont of Tribolium confusum	214474	prok:a-proteobacteria	40801	36517	1123	|	2953997	prok:a-proteobacteria	40801	34617	1084	|	2795564	anml:insects	16407	4826	217	|	949125	virs:prokaryotic viruses	1768	1768	201	|	n/a	contaminant(div)	prok:a-proteobacteria	100
ptg001324l	33268	2585,0,0,0,0,0,0	33255	|	Wolbachia endosymbiont (group B) of Chorthippus parallelus	2953997	prok:a-proteobacteria	33255	28750	1008	|	214474	prok:a-proteobacteria	33255	31399	991	|	949124	virs:prokaryotic viruses	17909	17909	804	|	931172	anml:insects	21278	15011	447	|	n/a	contaminant(div)	prok:a-proteobacteria	100
ptg001325l	34575	1620,0,0,0,0,0,0	34555	|	Wolbachia endosymbiont (group B) of Phalera bucephala	2954043	prok:a-proteobacteria	34555	28985	1158	|	2954021	prok:a-proteobacteria	34555	30853	1145	|	197043	anml:insects	7262	2985	135	|	2935082	prok:mycoplasmas	4141	4141	128	|	n/a	contaminant(div)	prok:a-proteobacteria	100
ptg001326l	31827	1707,0,500,0,0,0,0	31807	|	Wolbachia endosymbiont of Tribolium confusum	214474	prok:a-proteobacteria	31807	26956	985	|	2953972	prok:a-proteobacteria	31807	22408	924	|	2795564	anml:insects	16860	8607	309	|	197043	anml:insects	16860	4731	174	|	n/a	contaminant(div)	prok:a-proteobacteria	100
ptg001327l	43855	2465,0,520,0,0,0,0	43847	|	Wolbachia endosymbiont of Tribolium confusum	214474	prok:a-proteobacteria	43847	39636	1214	|	2953997	prok:a-proteobacteria	43847	37136	1176	|	2795564	anml:insects	13150	4780	213	|	197043	anml:insects	13150	4212	155	|	n/a	contaminant(div)	prok:a-proteobacteria	100
ptg001328l	25322	627,0,220,0,0,0,0	25246	|	Wolbachia endosymbiont (group B) of Eucosma cana	2954012	prok:a-proteobacteria	25246	22422	922	|	2953997	prok:a-proteobacteria	25246	22495	918	|	1766051	anml:nematodes	10559	8198	227	|	2817044	anml:insects	5058	650	176	|	n/a	contaminant(div)	prok:a-proteobacteria	100
ptg001329l	40730	2218,0,120,0,0,0,0	40712	|	Wolbachia endosymbiont (group B) of Chorthippus parallelus	2953997	prok:a-proteobacteria	40712	34391	1222	|	116598	prok:a-proteobacteria	40712	38771	1205	|	2795564	anml:insects	19703	4353	203	|	28612	anml:insects	19703	7216	201	|	n/a	contaminant(div)	prok:a-proteobacteria	100
ptg001330l	35850	183,0,0,0,0,0,0	35832	|	Wolbachia endosymbiont of Laodelphax striatellus	368602	prok:a-proteobacteria	35806	31259	1094	|	2954012	prok:a-proteobacteria	35806	29930	1092	|	104688	anml:insects	15768	1134	188	|	197043	anml:insects	15768	5669	184	|	n/a	contaminant(div)	prok:a-proteobacteria	100
ptg001331l	28838	1629,0,0,0,0,0,0	28093	|	Wolbachia endosymbiont (group B) of Chorthippus parallelus	2953997	prok:a-proteobacteria	28085	25634	1039	|	214474	prok:a-proteobacteria	28085	26188	1026	|	6293	anml:nematodes	9488	4895	191	|	114398	anml:insects	8526	2676	190	|	n/a	contaminant(div)	prok:a-proteobacteria	97
ptg001332l	83066	3803,0,240,0,0,0,0	83051	|	Wolbachia endosymbiont of Anopheles demeilloni	2748871	prok:a-proteobacteria	83051	72926	1653	|	2954021	prok:a-proteobacteria	83051	76822	1634	|	2795564	anml:insects	35773	15817	420	|	949124	virs:prokaryotic viruses	6907	6071	361	|	n/a	contaminant(div)	prok:a-proteobacteria	100
ptg001333l	35137	2807,0,1280,0,0,0,0	34718	|	Wolbachia endosymbiont of Homalodisca vitripennis	1532454	prok:a-proteobacteria	34717	33327	1092	|	2953972	prok:a-proteobacteria	34717	30190	1088	|	2795564	anml:insects	16584	8296	490	|	949124	virs:prokaryotic viruses	6300	6227	478	|	n/a	contaminant(div)	prok:a-proteobacteria	99
ptg001334l	28397	242,0,0,0,0,0,0	28384	|	Wolbachia endosymbiont of Drosophila mauritiana	109663	prok:a-proteobacteria	28384	26175	1074	|	116598	prok:a-proteobacteria	28384	27859	1073	|	1766051	anml:nematodes	9532	7580	224	|	7217	anml:insects	5172	1217	136	|	n/a	contaminant(div)	prok:a-proteobacteria	100
ptg001335l	19488	283,101,0,0,0,0,0	19464	|	Wolbachia endosymbiont (group B) of Agriphila straminella	2953972	prok:a-proteobacteria	19464	17284	877	|	214474	prok:a-proteobacteria	19464	16928	871	|	1766051	anml:nematodes	6681	3814	171	|	197043	anml:insects	6781	1507	107	|	n/a	contaminant(div)	prok:a-proteobacteria	100
ptg001336l	19469	1525,0,0,0,0,0,0	19459	|	Wolbachia endosymbiont (group B) of Ischnura elegans	2954021	prok:a-proteobacteria	19459	17803	891	|	2953972	prok:a-proteobacteria	19459	16946	885	|	2795564	anml:insects	10293	4826	221	|	6293	anml:nematodes	4033	1731	135	|	n/a	contaminant(div)	prok:a-proteobacteria	100
ptg001337l	32345	1998,0,180,0,0,0,0	32327	|	Wolbachia endosymbiont of Tribolium confusum	214474	prok:a-proteobacteria	32327	27948	942	|	2953997	prok:a-proteobacteria	32327	27843	907	|	949125	virs:prokaryotic viruses	1831	1831	201	|	2795564	anml:insects	15500	4081	194	|	n/a	contaminant(div)	prok:a-proteobacteria	100
ptg001338l	39399	344,0,2020,0,0,0,0	39387	|	Wolbachia endosymbiont of Homalodisca vitripennis	1532454	prok:a-proteobacteria	39387	38150	1306	|	2953972	prok:a-proteobacteria	39387	37088	1285	|	949124	virs:prokaryotic viruses	9762	8875	647	|	2795564	anml:insects	17342	7265	534	|	n/a	contaminant(div)	prok:a-proteobacteria	100
ptg001339l	36726	1689,0,0,0,0,0,0	36720	|	Wolbachia endosymbiont (group B) of Melanostoma mellinum	2954030	prok:a-proteobacteria	36720	33243	1213	|	109663	prok:a-proteobacteria	36720	33980	1212	|	7038	anml:insects	22736	13033	653	|	28612	anml:insects	22736	5964	171	|	n/a	contaminant(div)	prok:a-proteobacteria	100
ptg001340l	70850	2226,101,220,0,0,0,0	70778	|	Wolbachia endosymbiont (group B) of Agriphila straminella	2953972	prok:a-proteobacteria	70584	60756	1294	|	214474	prok:a-proteobacteria	70584	48747	1287	|	2795564	anml:insects	43407	14502	452	|	114398	anml:insects	43407	21409	436	|	n/a	contaminant(div)	prok:a-proteobacteria	100
ptg001341l	38713	3228,0,0,0,0,0,0	38697	|	Wolbachia endosymbiont (group B) of Erebia ligea	2954010	prok:a-proteobacteria	38697	27948	1067	|	2954012	prok:a-proteobacteria	38697	28769	1029	|	2795564	anml:insects	14767	11109	515	|	1766051	anml:nematodes	9575	5554	202	|	n/a	contaminant(div)	prok:a-proteobacteria	100
ptg001342l	57907	591,0,220,0,0,0,0	57885	|	Wolbachia endosymbiont of Tribolium confusum	214474	prok:a-proteobacteria	57885	53133	1387	|	2954030	prok:a-proteobacteria	57885	46646	1316	|	931172	anml:insects	22186	5118	336	|	2935082	prok:mycoplasmas	10973	10869	205	|	n/a	contaminant(div)	prok:a-proteobacteria	100
ptg001343l	33860	1689,0,0,0,0,0,0	33847	|	Wolbachia endosymbiont (group B) of Erebia ligea	2954010	prok:a-proteobacteria	33847	25410	1059	|	2748871	prok:a-proteobacteria	33847	26714	1052	|	2795564	anml:insects	10424	3513	291	|	197043	anml:insects	10424	3797	153	|	n/a	contaminant(div)	prok:a-proteobacteria	100
ptg001344l	45575	473,0,0,0,0,0,0	45569	|	Wolbachia endosymbiont of Tribolium confusum	214474	prok:a-proteobacteria	45569	44383	1329	|	2954010	prok:a-proteobacteria	45569	41866	1324	|	1766051	anml:nematodes	17685	13090	288	|	2795564	anml:insects	17057	6630	221	|	n/a	contaminant(div)	prok:a-proteobacteria	100
ptg001345l	43767	1925,0,380,0,0,0,0	43761	|	Wolbachia endosymbiont (group B) of Ischnura elegans	2954021	prok:a-proteobacteria	43761	36806	998	|	2954043	prok:a-proteobacteria	43761	30525	997	|	218467	anml:insects	14556	3326	184	|	197161	anml:insects	14556	2991	174	|	n/a	contaminant(div)	prok:a-proteobacteria	100
ptg001346l	36737	183,0,220,0,0,0,0	36709	|	Wolbachia endosymbiont of Tribolium confusum	214474	prok:a-proteobacteria	36709	30820	1121	|	2953972	prok:a-proteobacteria	36709	30453	1118	|	72781	anml:insects	17458	4123	218	|	104688	anml:insects	17458	1154	189	|	n/a	contaminant(div)	prok:a-proteobacteria	100
ptg001347l	37235	1793,0,0,0,0,0,0	37219	|	Wolbachia endosymbiont (group B) of Erebia ligea	2954010	prok:a-proteobacteria	37219	28630	1133	|	2769078	prok:a-proteobacteria	37219	29480	1127	|	2795564	anml:insects	11329	3077	213	|	197043	anml:insects	11329	3468	146	|	n/a	contaminant(div)	prok:a-proteobacteria	100
ptg001348l	26418	351,116,100,0,0,0,0	26418	|	Wolbachia endosymbiont of Nilaparvata lugens	357143	prok:a-proteobacteria	26418	21863	775	|	2953997	prok:a-proteobacteria	26418	22378	774	|	72781	anml:insects	18461	6513	263	|	2795564	anml:insects	18461	6410	229	|	n/a	contaminant(div)	prok:a-proteobacteria	100
ptg001349l	52862	2224,617,0,0,0,0,0	51530	|	Wolbachia endosymbiont (group B) of Erebia ligea	2954010	prok:a-proteobacteria	51420	48103	1479	|	214474	prok:a-proteobacteria	51420	49064	1470	|	2795564	anml:insects	22620	6471	368	|	28612	anml:insects	22620	9771	229	|	n/a	contaminant(div)	prok:a-proteobacteria	97
ptg001350l	28400	347,109,0,0,0,0,0	28397	|	Wolbachia endosymbiont of Tribolium confusum	214474	prok:a-proteobacteria	28397	26136	1067	|	2748871	prok:a-proteobacteria	28397	26874	1061	|	2795564	anml:insects	14496	10314	382	|	197161	anml:insects	14496	1911	205	|	n/a	contaminant(div)	prok:a-proteobacteria	100
ptg001351l	54070	1838,0,140,0,0,0,0	54053	|	Wolbachia endosymbiont of Anopheles demeilloni	2748871	prok:a-proteobacteria	54053	46028	1300	|	2954021	prok:a-proteobacteria	54053	43649	1272	|	2795564	anml:insects	28657	10867	395	|	72781	anml:insects	28657	10021	357	|	n/a	contaminant(div)	prok:a-proteobacteria	100
ptg001352l	25970	242,0,0,0,0,0,0	25953	|	Wolbachia endosymbiont of Tribolium confusum	214474	prok:a-proteobacteria	25953	24068	990	|	2953997	prok:a-proteobacteria	25953	24084	983	|	1766051	anml:nematodes	10891	7864	225	|	949124	virs:prokaryotic viruses	1198	1198	149	|	n/a	contaminant(div)	prok:a-proteobacteria	100
ptg001353l	58385	2958,0,1760,0,0,0,0	58181	|	Wolbachia endosymbiont (group B) of Melanostoma mellinum	2954030	prok:a-proteobacteria	58168	50000	1480	|	1532454	prok:a-proteobacteria	58168	55833	1471	|	949124	virs:prokaryotic viruses	10441	10349	609	|	2795564	anml:insects	22684	11825	569	|	n/a	contaminant(div)	prok:a-proteobacteria	100
ptg001354l	33935	0,0,0,0,0,0,0	33912	|	Wolbachia endosymbiont of Tribolium confusum	214474	prok:a-proteobacteria	33912	31342	1090	|	2954021	prok:a-proteobacteria	33912	30816	1049	|	931172	anml:insects	12188	3553	331	|	2935082	prok:mycoplasmas	7637	7637	168	|	n/a	contaminant(div)	prok:a-proteobacteria	100
ptg001355l	37809	1665,0,180,0,0,0,0	37793	|	Wolbachia endosymbiont of Spodoptera picta	2769078	prok:a-proteobacteria	37793	30546	790	|	2954021	prok:a-proteobacteria	37793	35160	776	|	949124	virs:prokaryotic viruses	15379	14802	483	|	931172	anml:insects	25399	12398	410	|	n/a	contaminant(div)	prok:a-proteobacteria	100
ptg001356l	56228	3438,0,0,0,0,0,0	55979	|	Wolbachia endosymbiont (group B) of Agriphila straminella	2953972	prok:a-proteobacteria	55959	51539	1462	|	109663	prok:a-proteobacteria	55959	48577	1435	|	6279	anml:nematodes	18144	10286	208	|	28612	anml:insects	12252	6058	184	|	n/a	contaminant(div)	prok:a-proteobacteria	100
ptg001357l	33006	840,0,20,0,0,0,0	32935	|	Wolbachia endosymbiont (group B) of Agriphila straminella	2953972	prok:a-proteobacteria	32935	28097	1118	|	2954021	prok:a-proteobacteria	32935	29792	1103	|	1437191	anml:insects	9415	4238	173	|	197043	anml:insects	9415	2441	128	|	n/a	contaminant(div)	prok:a-proteobacteria	100
ptg001358l	72772	3177,0,200,0,0,0,0	72757	|	Wolbachia endosymbiont of Tribolium confusum	214474	prok:a-proteobacteria	72755	61787	1495	|	2954021	prok:a-proteobacteria	72755	62869	1382	|	931172	anml:insects	25019	6868	356	|	2935082	prok:mycoplasmas	10668	10668	206	|	n/a	contaminant(div)	prok:a-proteobacteria	100
ptg001359l	25538	3030,0,160,0,0,0,0	24929	|	Wolbachia endosymbiont (group B) of Chorthippus parallelus	2953997	prok:a-proteobacteria	24797	15644	586	|	2953972	prok:a-proteobacteria	24797	20200	569	|	114398	anml:insects	18358	9009	265	|	2795564	anml:insects	18358	9297	264	|	n/a	contaminant(div)	prok:a-proteobacteria	97
ptg001360l	49372	3169,86,220,0,0,0,0	49358	|	Wolbachia endosymbiont (group B) of Chorthippus parallelus	2953997	prok:a-proteobacteria	49358	44798	1374	|	116598	prok:a-proteobacteria	49358	47592	1370	|	2795564	anml:insects	11377	4184	174	|	6287	anml:nematodes	11559	5749	140	|	n/a	contaminant(div)	prok:a-proteobacteria	100
ptg001361l	31292	3233,0,0,0,0,0,0	31278	|	Wolbachia endosymbiont of Tribolium confusum	214474	prok:a-proteobacteria	31278	27928	1035	|	2953997	prok:a-proteobacteria	31278	25978	1006	|	2795564	anml:insects	10948	4606	228	|	197043	anml:insects	10948	2968	150	|	n/a	contaminant(div)	prok:a-proteobacteria	100
ptg001362l	30621	1525,0,0,0,0,0,0	30431	|	Wolbachia endosymbiont (group B) of Erebia ligea	2954010	prok:a-proteobacteria	30431	27467	1145	|	2954030	prok:a-proteobacteria	30431	27287	1143	|	28612	anml:insects	10169	6724	191	|	221926	anml:nematodes	10149	3470	188	|	n/a	contaminant(div)	prok:a-proteobacteria	99
ptg001363l	35563	1835,0,0,0,0,0,0	35550	|	Wolbachia endosymbiont (group B) of Chorthippus parallelus	2953997	prok:a-proteobacteria	35550	28225	1018	|	2954010	prok:a-proteobacteria	35550	29816	1014	|	72781	anml:insects	20851	10343	357	|	2795564	anml:insects	20851	6310	349	|	n/a	contaminant(div)	prok:a-proteobacteria	100
ptg001364l	33195	1649,89,0,0,0,0,0	33182	|	Wolbachia endosymbiont of Tribolium confusum	214474	prok:a-proteobacteria	33182	28942	1091	|	109663	prok:a-proteobacteria	33182	28008	1065	|	2795564	anml:insects	9941	4584	265	|	31241	anml:nematodes	13094	6274	161	|	n/a	contaminant(div)	prok:a-proteobacteria	100
ptg001365l	55259	3498,0,0,0,0,0,0	55258	|	Wolbachia endosymbiont (group B) of Erebia ligea	2954010	prok:a-proteobacteria	55258	41112	1346	|	2954012	prok:a-proteobacteria	55258	43194	1303	|	2795564	anml:insects	21727	12851	521	|	1766051	anml:nematodes	13683	6881	227	|	n/a	contaminant(div)	prok:a-proteobacteria	100
ptg001366l	45713	555,0,0,0,0,0,0	45696	|	Wolbachia endosymbiont (group B) of Ischnura elegans	2954021	prok:a-proteobacteria	45696	42668	1248	|	2953997	prok:a-proteobacteria	45696	41905	1245	|	2795564	anml:insects	11979	3461	208	|	949124	virs:prokaryotic viruses	1253	1253	178	|	n/a	contaminant(div)	prok:a-proteobacteria	100
ptg001367l	38066	2684,0,220,0,0,0,0	37758	|	Wolbachia endosymbiont (group B) of Erebia ligea	2954010	prok:a-proteobacteria	37758	28076	1063	|	2769078	prok:a-proteobacteria	37758	32846	1058	|	1766051	anml:nematodes	11526	8421	233	|	2817044	anml:insects	8337	650	176	|	n/a	contaminant(div)	prok:a-proteobacteria	99
ptg001368l	31427	183,0,220,0,0,0,0	31403	|	Wolbachia endosymbiont of Tribolium confusum	214474	prok:a-proteobacteria	31403	27483	1067	|	2954012	prok:a-proteobacteria	31403	27936	1054	|	72781	anml:insects	14167	3942	217	|	104688	anml:insects	14167	1366	204	|	n/a	contaminant(div)	prok:a-proteobacteria	100
ptg001369l	43251	231,0,0,0,0,0,0	43236	|	Wolbachia endosymbiont of Tribolium confusum	214474	prok:a-proteobacteria	43236	43004	1320	|	1532454	prok:a-proteobacteria	43236	42025	1302	|	2795564	anml:insects	19430	9399	269	|	1766051	anml:nematodes	12562	6776	207	|	n/a	contaminant(div)	prok:a-proteobacteria	100
ptg001370l	42841	1669,104,240,0,0,0,0	42820	|	Wolbachia endosymbiont (group B) of Agriphila straminella	2953972	prok:a-proteobacteria	42820	37265	833	|	2954006	prok:a-proteobacteria	42820	38430	819	|	949124	virs:prokaryotic viruses	17811	17251	504	|	2795564	anml:insects	26927	11913	361	|	n/a	contaminant(div)	prok:a-proteobacteria	100
ptg001371l	31064	431,89,140,0,0,0,0	31058	|	Wolbachia endosymbiont of Tribolium confusum	214474	prok:a-proteobacteria	31058	27374	1109	|	2748871	prok:a-proteobacteria	31058	28295	1108	|	597456	anml:insects	6370	776	162	|	431949	anml:insects	6370	1768	136	|	n/a	contaminant(div)	prok:a-proteobacteria	100
ptg001372l	35777	1911,101,0,0,0,0,0	35771	|	Wolbachia endosymbiont of Tribolium confusum	214474	prok:a-proteobacteria	35732	31522	1133	|	2953972	prok:a-proteobacteria	35732	29463	1130	|	1766051	anml:nematodes	13107	9885	256	|	27457	anml:insects	10133	1902	150	|	n/a	contaminant(div)	prok:a-proteobacteria	100
ptg001373l	31530	1803,0,180,0,0,0,0	31156	|	Wolbachia endosymbiont of Tribolium confusum	214474	prok:a-proteobacteria	31156	28714	1073	|	109663	prok:a-proteobacteria	31156	26779	1059	|	114398	anml:insects	8069	2664	189	|	6282	anml:nematodes	10326	4115	171	|	n/a	contaminant(div)	prok:a-proteobacteria	99
ptg001374l	32462	1588,0,80,0,0,0,0	32445	|	Wolbachia endosymbiont of Tribolium confusum	214474	prok:a-proteobacteria	32445	26927	980	|	2954021	prok:a-proteobacteria	32445	26452	922	|	197043	anml:insects	8742	3230	131	|	221926	anml:nematodes	5883	2296	131	|	n/a	contaminant(div)	prok:a-proteobacteria	100
ptg001375l	30263	1298,0,280,0,0,0,0	30256	|	Wolbachia endosymbiont of Anopheles demeilloni	2748871	prok:a-proteobacteria	30256	28713	1017	|	2954012	prok:a-proteobacteria	30256	27203	1017	|	2795564	anml:insects	11213	5775	206	|	96803	anml:crustaceans	1815	1567	167	|	n/a	contaminant(div)	prok:a-proteobacteria	100
ptg001376l	46651	3078,0,340,0,0,0,0	46068	|	Wolbachia endosymbiont (group B) of Ischnura elegans	2954021	prok:a-proteobacteria	46068	39085	1286	|	2953972	prok:a-proteobacteria	46068	36778	1277	|	2795564	anml:insects	13395	8675	351	|	197043	anml:insects	13395	4126	167	|	n/a	contaminant(div)	prok:a-proteobacteria	99
ptg001377l	52022	242,0,0,0,0,0,0	51709	|	Wolbachia endosymbiont of Tribolium confusum	214474	prok:a-proteobacteria	51590	47660	1322	|	2769078	prok:a-proteobacteria	51590	42719	1321	|	1766051	anml:nematodes	11743	8939	228	|	197043	anml:insects	13913	5619	183	|	n/a	contaminant(div)	prok:a-proteobacteria	99
ptg001378l	45376	3233,0,0,0,0,0,0	45358	|	Wolbachia endosymbiont of Tribolium confusum	214474	prok:a-proteobacteria	45358	41445	1312	|	109663	prok:a-proteobacteria	45358	41032	1280	|	7038	anml:insects	20894	11008	629	|	2795564	anml:insects	20894	3340	223	|	n/a	contaminant(div)	prok:a-proteobacteria	100
ptg001379l	50093	2936,0,0,0,0,0,0	50083	|	Wolbachia endosymbiont of Tribolium confusum	214474	prok:a-proteobacteria	50083	44156	1249	|	2954021	prok:a-proteobacteria	50083	45035	1187	|	2795564	anml:insects	22433	8132	264	|	28612	anml:insects	22433	8426	210	|	n/a	contaminant(div)	prok:a-proteobacteria	100
ptg001380l	34278	2432,622,180,0,0,0,0	34245	|	Wolbachia endosymbiont of Tribolium confusum	214474	prok:a-proteobacteria	34245	30517	1140	|	2954043	prok:a-proteobacteria	34245	30273	1139	|	79782	anml:insects	7718	1262	202	|	6287	anml:nematodes	5097	3519	165	|	n/a	contaminant(div)	prok:a-proteobacteria	100
ptg001381l	41399	339,0,0,0,0,0,0	41396	|	Wolbachia endosymbiont of Tribolium confusum	214474	prok:a-proteobacteria	41396	37366	1172	|	2954030	prok:a-proteobacteria	41396	33455	1122	|	931172	anml:insects	16776	4565	332	|	197043	anml:insects	16776	6442	197	|	n/a	contaminant(div)	prok:a-proteobacteria	100
ptg001382l	36471	694,101,0,0,0,0,0	36455	|	Wolbachia endosymbiont of Tribolium confusum	214474	prok:a-proteobacteria	36455	34129	1150	|	2953972	prok:a-proteobacteria	36455	32603	1145	|	1766051	anml:nematodes	13308	10555	257	|	27457	anml:insects	10241	2075	158	|	n/a	contaminant(div)	prok:a-proteobacteria	100
ptg001383l	24329	787,101,0,0,0,0,0	24232	|	Wolbachia endosymbiont (group B) of Agriphila straminella	2953972	prok:a-proteobacteria	24232	21157	955	|	2954021	prok:a-proteobacteria	24232	21214	948	|	1766051	anml:nematodes	8503	4601	170	|	27457	anml:insects	8932	2117	162	|	n/a	contaminant(div)	prok:a-proteobacteria	100
ptg001384l	32010	2709,0,180,0,0,0,0	31187	|	Wolbachia endosymbiont (group B) of Agriphila straminella	2953972	prok:a-proteobacteria	31187	27877	737	|	116598	prok:a-proteobacteria	31187	18303	730	|	2795564	anml:insects	18044	10254	284	|	96803	anml:crustaceans	7742	7426	262	|	n/a	contaminant(div)	prok:a-proteobacteria	97
ptg001385l	30526	1815,0,540,0,0,0,0	30487	|	Wolbachia endosymbiont of Tribolium confusum	214474	prok:a-proteobacteria	30487	23787	963	|	2748871	prok:a-proteobacteria	30487	25863	890	|	2795564	anml:insects	15878	8271	309	|	197043	anml:insects	15878	3966	159	|	n/a	contaminant(div)	prok:a-proteobacteria	100
ptg001386l	35200	1838,0,0,0,0,0,0	35167	|	Wolbachia endosymbiont (group B) of Agriphila straminella	2953972	prok:a-proteobacteria	35167	31449	1038	|	2953997	prok:a-proteobacteria	35167	28695	1022	|	72781	anml:insects	18481	9762	349	|	2795564	anml:insects	18481	5734	292	|	n/a	contaminant(div)	prok:a-proteobacteria	100
