##[["GX taxonomy analysis report", 3, 1], {"git-rev": "v0.5.5-9-gfc836c1", "run-date": "Sat Oct 11 22:05:31 2025", "db": {"build-date": "2023-01-24", "seqs": 3025824, "Gbp": 709.264}, "run-info": {"agg-cvg": 0.50219, "asserted-div": "anml:insects", "inferred-primary-divs": ["anml:insects"], "corrected-primary-divs": ["anml:insects"], "genome-hash": "123b9128e3414282"}}]
#seq-id	seq-len	(xp,lc,co,n,mt,pt,pm)-len	cvg-by-all	sep1	tax-name-1	tax-id-1	div-1	cvg-by-div-1	cvg-by-tax-1	score-1	sep2	tax-id-2	div-2	cvg-by-div-2	cvg-by-tax-2	score-2	sep3	tax-id-3	div-3	cvg-by-div-3	cvg-by-tax-3	score-3	sep4	tax-id-4	div-4	cvg-by-div-4	cvg-by-tax-4	score-4	sep5	reserved	result	div	div_pct_cvg
ptg000263l	700549	348967,29248,0,0,0,0,0	236566	|	Teleogryllus occipitalis	470939	anml:insects	210120	200943	1348	|	50390	anml:insects	210120	2547	169	|	348617	fung:fungi	5766	5766	116	|	515849	fung:ascomycetes	8207	8207	98	|	n/a	repeat	anml:insects	30
ptg000264l	2070137	337029,132513,5060,0,0,0,0	1418923	|	Teleogryllus occipitalis	470939	anml:insects	1374081	1354967	3933	|	170555	anml:insects	1374081	15856	204	|	6706	anml:crustaceans	34890	18758	158	|	13397	anml:fishes	45885	17169	154	|	n/a	primary-div	anml:insects	66
ptg000265l	2283775	864414,70757,1380,0,0,0,0	878550	|	Teleogryllus occipitalis	470939	anml:insects	811757	778498	2611	|	431949	anml:insects	811757	14447	200	|	13443	plnt:plants	32689	22180	165	|	13397	anml:fishes	31232	15856	155	|	n/a	repeat	anml:insects	36
ptg000266l	4889119	1173320,289745,5500,0,0,0,0	2320074	|	Teleogryllus occipitalis	470939	anml:insects	2136044	2103612	3884	|	6728	anml:crustaceans	60850	23163	186	|	143995	anml:insects	2136044	10882	150	|	8407	anml:amphibians	23304	10531	139	|	n/a	primary-div	anml:insects	44
ptg000267l	911739	176536,47382,0,0,0,0,0	565958	|	Teleogryllus occipitalis	470939	anml:insects	551108	548206	2253	|	2014036	anml:insects	551108	2104	96	|	4236	plnt:plants	7867	1824	83	|	96803	anml:crustaceans	2397	2222	65	|	n/a	primary-div	anml:insects	60
ptg000268l	1160413	243907,105752,6000,0,0,0,0	624378	|	Teleogryllus occipitalis	470939	anml:insects	586562	564090	2353	|	2014036	anml:insects	586562	12831	296	|	6687	anml:crustaceans	33879	10627	176	|	6728	anml:crustaceans	33879	7210	153	|	n/a	primary-div	anml:insects	51
ptg000269l	2490189	607821,109935,620,0,0,0,0	1172553	|	Teleogryllus occipitalis	470939	anml:insects	1089367	1057374	2732	|	7130	anml:insects	1089367	6084	396	|	8355	anml:amphibians	12377	4780	99	|	8364	anml:amphibians	12377	7027	96	|	n/a	primary-div	anml:insects	44
ptg000270l~~1..2339632	2339632	623627,155463,6200,0,0,0,0	1002011	|	Teleogryllus occipitalis	470939	anml:insects	909942	860169	2663	|	103372	anml:insects	909942	8761	434	|	95602	anml:crustaceans	29470	7517	171	|	1232801	anml:crustaceans	29470	3269	143	|	n/a	primary-div	anml:insects	39
ptg000270l~~2339633..2342293	2661	208,0,0,0,0,0,0	1612	|	Carcharodon carcharias	13397	anml:fishes	1462	1462	48	|	470939	anml:insects	111	111	18	|	1929293	prok:b-proteobacteria	289	289	18	|	1214568	fung:ascomycetes	198	198	17	|	n/a	inconclusive	anml:fishes	55
ptg000270l~~2342294..3089228	746935	171917,57294,720,0,0,0,0	292138	|	Teleogryllus occipitalis	470939	anml:insects	270297	255819	1367	|	197043	anml:insects	270297	5750	109	|	8005	anml:fishes	9547	4652	86	|	13397	anml:fishes	9547	3748	74	|	n/a	primary-div	anml:insects	36
ptg000271l	1487761	350827,65485,0,0,0,0,0	623747	|	Teleogryllus occipitalis	470939	anml:insects	587287	567208	2373	|	170555	anml:insects	587287	12181	179	|	35525	anml:crustaceans	18745	4695	86	|	27405	anml:crustaceans	18745	4336	85	|	n/a	primary-div	anml:insects	39
ptg000272l~~1..2022949	2022949	313717,107325,1080,0,0,0,0	1463976	|	Teleogryllus occipitalis	470939	anml:insects	1429743	1418218	4067	|	431949	anml:insects	1429743	7788	161	|	6706	anml:crustaceans	23610	8279	121	|	13397	anml:fishes	26431	11072	115	|	n/a	primary-div	anml:insects	71
ptg000272l~~2022950..2025275	2326	220,0,0,0,0,0,0	1948	|	Nautilus pompilius	34573	anml:molluscs	1187	1187	66	|	9031	anml:birds	689	689	56	|	470939	anml:insects	596	596	53	|	4522	plnt:plants	56	56	9	|	n/a	same-kingdom-chimeric	anml:molluscs	51
ptg000272l~~2025276..2248637	223362	43459,9373,0,0,0,0,0	147507	|	Teleogryllus occipitalis	470939	anml:insects	145139	144785	1212	|	6454	anml:molluscs	2605	1911	47	|	9031	anml:birds	1923	1923	47	|	13397	anml:fishes	1562	1562	47	|	n/a	primary-div	anml:insects	65
ptg000273l	2627053	482101,204518,4040,0,0,0,0	1758145	|	Teleogryllus occipitalis	470939	anml:insects	1691814	1674127	4553	|	170555	anml:insects	1691814	12547	175	|	6706	anml:crustaceans	51755	17087	150	|	13397	anml:fishes	61311	14113	134	|	n/a	primary-div	anml:insects	64
ptg000274l	170891	27660,21662,0,0,0,0,0	115438	|	Teleogryllus occipitalis	470939	anml:insects	110142	110142	997	|	42636	anml:fishes	6055	2554	79	|	6706	anml:crustaceans	3844	3844	67	|	8005	anml:fishes	6055	3493	65	|	n/a	primary-div	anml:insects	64
ptg000275l~~1..15170530	15170530	3059298,957726,19500,0,0,0,0	8314134	|	Teleogryllus occipitalis	470939	anml:insects	7845177	7677273	8353	|	105785	anml:insects	7845177	60434	436	|	6728	anml:crustaceans	203653	57961	315	|	6706	anml:crustaceans	203653	46214	280	|	n/a	primary-div	anml:insects	52
ptg000275l~~15170531..15172717	2187	0,0,0,0,0,0,0	1424	|	Mytilus californianus	6549	anml:molluscs	1165	795	144	|	6579	anml:molluscs	1165	587	104	|	80427	anml:reptiles	188	188	65	|	33528	anml:fishes	146	145	64	|	n/a	same-kingdom-chimeric	anml:molluscs	53
ptg000275l~~15172718..17789507	2616790	612511,119750,780,0,0,0,0	1433142	|	Teleogryllus occipitalis	470939	anml:insects	1360536	1341508	3730	|	431949	anml:insects	1360536	8585	207	|	45351	anml:basal metazoans	5953	3134	184	|	45264	anml:basal metazoans	5953	3330	145	|	n/a	primary-div	anml:insects	52
ptg000276l~~1..313031	313031	124934,18673,0,0,0,0,0	166090	|	Teleogryllus occipitalis	470939	anml:insects	157678	146937	1175	|	217634	anml:insects	157678	2344	219	|	9541	anml:primates	3551	3541	71	|	35525	anml:crustaceans	5471	2548	69	|	n/a	primary-div	anml:insects	50
ptg000276l~~313032..315263	2232	0,0,0,0,0,0,0	1832	|	Lacerta agilis	80427	anml:reptiles	1417	1304	110	|	94885	anml:reptiles	1417	1017	104	|	470939	anml:insects	517	468	48	|	27457	anml:insects	517	49	8	|	n/a	inconclusive	anml:reptiles	63
ptg000276l~~315264..8035365	7720102	1907796,264390,5800,0,0,0,0	4281607	|	Teleogryllus occipitalis	470939	anml:insects	4127859	4010169	6402	|	431949	anml:insects	4127859	65462	445	|	96803	anml:crustaceans	56100	11838	204	|	27405	anml:crustaceans	56100	13987	178	|	n/a	primary-div	anml:insects	53
ptg000277l	4062357	761400,226811,2340,0,0,0,0	2366440	|	Teleogryllus occipitalis	470939	anml:insects	2258512	2222692	4656	|	170555	anml:insects	2258512	15274	187	|	6706	anml:crustaceans	49113	10843	158	|	6687	anml:crustaceans	49113	10418	151	|	n/a	primary-div	anml:insects	56
ptg000278l	4412785	983901,142883,400,0,0,0,0	2632867	|	Teleogryllus occipitalis	470939	anml:insects	2553478	2479191	4931	|	105785	anml:insects	2553478	34938	312	|	95602	anml:crustaceans	39341	11915	136	|	13397	anml:fishes	31864	7660	97	|	n/a	primary-div	anml:insects	58
ptg000279l	253753	47320,15853,0,0,0,0,0	94852	|	Teleogryllus occipitalis	470939	anml:insects	84648	80864	762	|	28612	anml:insects	84648	2761	76	|	348617	fung:fungi	2030	2030	71	|	2904290	plnt:green algae	3710	3710	65	|	n/a	primary-div	anml:insects	33
ptg000280l	1616624	421348,130308,2360,0,0,0,0	659053	|	Teleogryllus occipitalis	470939	anml:insects	604210	586983	2028	|	105785	anml:insects	604210	8767	154	|	1735272	anml:molluscs	26537	8328	129	|	6728	anml:crustaceans	13008	8553	122	|	n/a	primary-div	anml:insects	37
ptg000281l	3727298	634876,273457,5260,0,0,0,0	2387736	|	Teleogryllus occipitalis	470939	anml:insects	2287479	2237537	5001	|	2769078	prok:a-proteobacteria	34409	10894	354	|	2953980	prok:a-proteobacteria	34409	10441	296	|	136037	anml:insects	2287479	23094	255	|	n/a	primary-div	anml:insects	61
ptg000282l	5302214	1020218,247100,1840,0,0,0,0	3569188	|	Teleogryllus occipitalis	470939	anml:insects	3475746	3403147	7135	|	431949	anml:insects	3475746	40284	347	|	95602	anml:crustaceans	73185	22907	176	|	35525	anml:crustaceans	73185	10335	148	|	n/a	primary-div	anml:insects	66
ptg000283l	1021656	639623,73623,0,0,0,0,0	205078	|	Teleogryllus occipitalis	470939	anml:insects	185262	182710	1220	|	6706	anml:crustaceans	7574	6271	88	|	8005	anml:fishes	5713	2674	71	|	36100	anml:molluscs	5175	3236	64	|	n/a	repeat	anml:insects	18
ptg000284l	2074138	460502,240796,2080,0,0,0,0	1225185	|	Teleogryllus occipitalis	470939	anml:insects	1167888	1159702	3261	|	6728	anml:crustaceans	23340	13676	137	|	6454	anml:molluscs	37235	14816	135	|	13397	anml:fishes	32972	8418	104	|	n/a	primary-div	anml:insects	56
ptg000285l	3441108	594797,392281,2860,0,0,0,0	2238473	|	Teleogryllus occipitalis	470939	anml:insects	2132737	2110086	4647	|	6706	anml:crustaceans	68411	25241	183	|	13397	anml:fishes	67059	21555	168	|	50390	anml:insects	2132737	3351	168	|	n/a	primary-div	anml:insects	62
ptg000286l	3542056	960527,219327,2120,0,0,0,0	1904057	|	Teleogryllus occipitalis	470939	anml:insects	1816796	1772059	4184	|	136037	anml:insects	1816796	32489	306	|	13397	anml:fishes	47608	19523	155	|	6687	anml:crustaceans	49569	10417	145	|	n/a	primary-div	anml:insects	51
ptg000287l	1399961	329824,128331,1240,0,0,0,0	672110	|	Teleogryllus occipitalis	470939	anml:insects	615054	605693	2245	|	431949	anml:insects	615054	3776	130	|	6728	anml:crustaceans	13961	8333	120	|	9615	anml:mammals	20428	4762	84	|	n/a	primary-div	anml:insects	44
ptg000288l	465422	45875,20288,3840,0,0,0,0	354324	|	Teleogryllus occipitalis	470939	anml:insects	347934	343862	2069	|	136037	anml:insects	347934	6584	227	|	6706	anml:crustaceans	14917	13089	154	|	6526	anml:molluscs	11773	6126	117	|	n/a	primary-div	anml:insects	75
ptg000289l	1888488	430012,186474,4800,0,0,0,0	1017602	|	Teleogryllus occipitalis	470939	anml:insects	956326	935714	2842	|	197161	anml:insects	956326	10128	165	|	13397	anml:fishes	32436	12860	132	|	133434	anml:echinoderms	14823	5525	118	|	n/a	primary-div	anml:insects	51
ptg000290l	1362391	272607,84512,4400,0,0,0,0	794770	|	Teleogryllus occipitalis	470939	anml:insects	764012	733678	3078	|	136037	anml:insects	764012	25698	271	|	210409	anml:crustaceans	21702	7740	131	|	96803	anml:crustaceans	21702	5194	104	|	n/a	primary-div	anml:insects	56
ptg000291l	3002886	555174,283455,6460,0,0,0,0	1758462	|	Teleogryllus occipitalis	470939	anml:insects	1652084	1625472	3742	|	7757	anml:fishes	80329	28411	189	|	6728	anml:crustaceans	37098	18531	167	|	6454	anml:molluscs	36866	20819	164	|	n/a	primary-div	anml:insects	55
ptg000292l	3764678	1087346,133912,6300,0,0,0,0	2012114	|	Teleogryllus occipitalis	470939	anml:insects	1931697	1871570	4149	|	431949	anml:insects	1931697	25600	280	|	35525	anml:crustaceans	29259	6367	128	|	13397	anml:fishes	44340	10404	122	|	n/a	primary-div	anml:insects	51
ptg000293l	13078466	2470749,623705,4700,0,0,0,0	8631273	|	Teleogryllus occipitalis	470939	anml:insects	8381805	8264293	10193	|	136037	anml:insects	8381805	56415	397	|	6728	anml:crustaceans	144610	38139	276	|	8030	anml:fishes	164359	36946	217	|	n/a	primary-div	anml:insects	64
ptg000294l	4824900	881972,298882,3160,0,0,0,0	2982801	|	Teleogryllus occipitalis	470939	anml:insects	2874123	2852884	5522	|	6728	anml:crustaceans	42720	14069	162	|	431949	anml:insects	2874123	7246	146	|	6579	anml:molluscs	62680	16096	138	|	n/a	primary-div	anml:insects	60
ptg000295l	4271213	739974,235490,8920,0,0,0,0	2535031	|	Teleogryllus occipitalis	470939	anml:insects	2423793	2356640	4875	|	105785	anml:insects	2423793	50020	415	|	6706	anml:crustaceans	79736	18778	221	|	27405	anml:crustaceans	79736	15982	205	|	n/a	primary-div	anml:insects	57
ptg000296l	1652041	404824,84559,1440,0,0,0,0	824256	|	Teleogryllus occipitalis	470939	anml:insects	788611	741839	2777	|	2065413	anml:insects	788611	24855	252	|	6687	anml:crustaceans	26587	8767	119	|	27405	anml:crustaceans	26587	5945	112	|	n/a	primary-div	anml:insects	48
ptg000297l	3939043	1072127,261855,3480,0,0,0,0	1453684	|	Teleogryllus occipitalis	470939	anml:insects	1332161	1288411	2985	|	7130	anml:insects	1332161	3773	319	|	6412	anml:worms	6079	3818	155	|	6579	anml:molluscs	43164	13962	138	|	n/a	primary-div	anml:insects	34
ptg000298l	1678551	300086,103554,2340,0,0,0,0	1136762	|	Teleogryllus occipitalis	470939	anml:insects	1098922	1083448	3738	|	170555	anml:insects	1098922	11205	190	|	95602	anml:crustaceans	23320	5260	122	|	27405	anml:crustaceans	23320	4565	110	|	n/a	primary-div	anml:insects	65
ptg000299l	5127871	1102356,212911,2200,0,0,0,0	3292843	|	Teleogryllus occipitalis	470939	anml:insects	3201589	3163005	6268	|	431949	anml:insects	3201589	34555	341	|	27405	anml:crustaceans	44969	8613	142	|	7994	anml:fishes	44014	5945	130	|	n/a	primary-div	anml:insects	62
ptg000300l	1830714	306414,89538,1080,0,0,0,0	1091054	|	Teleogryllus occipitalis	470939	anml:insects	1056661	1037298	3268	|	136037	anml:insects	1056661	19945	252	|	6706	anml:crustaceans	23108	7067	118	|	310915	anml:fishes	17368	6953	104	|	n/a	primary-div	anml:insects	58
ptg000301l	125563	119700,4848,0,0,0,0,0	1304	|	Patella vulgata	6465	anml:molluscs	443	443	25	|	684837	fung:basidiomycetes	182	182	20	|	78633	anml:insects	247	247	18	|	315347	plnt:plants	282	282	18	|	n/a	repeat	anml:molluscs	0
ptg000302l	1214703	245393,64992,4900,0,0,0,0	760677	|	Teleogryllus occipitalis	470939	anml:insects	734188	717023	2665	|	2014036	anml:insects	734188	17356	312	|	6669	anml:crustaceans	16727	4780	134	|	7994	anml:fishes	14433	6832	133	|	n/a	primary-div	anml:insects	60
ptg000303l~~1..2807530	2807530	1828722,128407,140,0,0,0,0	490561	|	Teleogryllus occipitalis	470939	anml:insects	437911	345858	1486	|	431949	anml:insects	437911	39284	481	|	95602	anml:crustaceans	16834	9879	219	|	2607531	anml:molluscs	22244	8815	122	|	n/a	repeat	anml:insects	16
ptg000303l~~2807531..2808407	877	0,0,0,0,0,0,0	778	|	Teleogryllus occipitalis	470939	anml:insects	375	375	41	|	13397	anml:fishes	560	560	26	|	126844	prst:algae	239	239	19	|						|	n/a	primary-div	anml:insects	43
ptg000304l	1751410	1244947,49085,140,0,0,0,0	194176	|	Teleogryllus occipitalis	470939	anml:insects	174776	132908	964	|	50390	anml:insects	174776	11852	286	|	95602	anml:crustaceans	5997	1783	95	|	294128	anml:crustaceans	5997	2713	95	|	n/a	repeat	anml:insects	10
ptg000305l	1760715	1143728,65633,0,0,0,0,0	327197	|	Teleogryllus occipitalis	470939	anml:insects	292931	242341	1205	|	431949	anml:insects	292931	15818	362	|	2953977	prok:a-proteobacteria	6209	784	152	|	2884482	prok:a-proteobacteria	6209	542	147	|	n/a	repeat	anml:insects	17
ptg000306l	5337354	1092820,286658,3360,0,0,0,0	2957350	|	Teleogryllus occipitalis	470939	anml:insects	2804110	2752318	5376	|	431949	anml:insects	2804110	14427	244	|	260995	anml:amphibians	28902	11148	160	|	8407	anml:amphibians	28902	10712	160	|	n/a	primary-div	anml:insects	53
ptg000307l	2295563	577131,107761,10160,0,0,0,0	1267154	|	Teleogryllus occipitalis	470939	anml:insects	1215184	1169585	3512	|	431949	anml:insects	1215184	26905	321	|	95602	anml:crustaceans	56679	18906	176	|	6706	anml:crustaceans	56679	8309	173	|	n/a	primary-div	anml:insects	53
ptg000308l	246172	47540,9336,0,0,0,0,0	156216	|	Teleogryllus occipitalis	470939	anml:insects	148905	145079	1288	|	105785	anml:insects	148905	8597	169	|	96803	anml:crustaceans	11844	2006	161	|	6728	anml:crustaceans	11844	6632	123	|	n/a	primary-div	anml:insects	60
ptg000309l	450526	92624,20904,3740,0,0,0,0	249966	|	Teleogryllus occipitalis	470939	anml:insects	238999	220595	1650	|	105785	anml:insects	238999	16323	214	|	34573	anml:molluscs	18128	7377	137	|	36100	anml:molluscs	18128	6961	127	|	n/a	primary-div	anml:insects	53
ptg000310l	1802776	399607,250160,3020,0,0,0,0	1128152	|	Teleogryllus occipitalis	470939	anml:insects	1068472	1054602	3193	|	108931	anml:insects	1068472	7190	326	|	6706	anml:crustaceans	55413	23259	171	|	6728	anml:crustaceans	55413	16170	169	|	n/a	primary-div	anml:insects	59
ptg000311l	654855	126449,31318,120,0,0,0,0	412292	|	Teleogryllus occipitalis	470939	anml:insects	401498	395188	2240	|	136037	anml:insects	401498	10055	194	|	210409	anml:crustaceans	11722	9178	115	|	27687	anml:fishes	6691	3649	87	|	n/a	primary-div	anml:insects	61
ptg000312l	2353333	498005,178910,2380,0,0,0,0	1125804	|	Teleogryllus occipitalis	470939	anml:insects	1027904	1008634	2890	|	27405	anml:crustaceans	32699	8285	146	|	13397	anml:fishes	40223	11096	139	|	343691	anml:insects	1027904	2521	137	|	n/a	primary-div	anml:insects	44
ptg000313l~~1..11858784	11858784	2411107,811741,11220,0,0,0,0	5925686	|	Teleogryllus occipitalis	470939	anml:insects	5575662	5398676	7343	|	431949	anml:insects	5575662	72047	555	|	6728	anml:crustaceans	147061	53634	323	|	27405	anml:crustaceans	147061	17831	205	|	n/a	primary-div	anml:insects	47
ptg000313l~~11858785..11861295	2511	501,0,0,0,0,0,0	1817	|	Strongyloides papillosus	174720	anml:nematodes	1704	1704	102	|	13686	anml:insects	227	227	18	|	2939555	fung:basidiomycetes	89	89	10	|						|	n/a	same-kingdom-chimeric	anml:nematodes	68
ptg000313l~~11861296..12866659	1005364	153963,56232,520,0,0,0,0	546268	|	Teleogryllus occipitalis	470939	anml:insects	519001	505136	2110	|	431949	anml:insects	519001	11028	163	|	13397	anml:fishes	14669	8240	114	|	310915	anml:fishes	14669	2547	64	|	n/a	primary-div	anml:insects	52
ptg000314l	1030005	189646,37472,0,0,0,0,0	617727	|	Teleogryllus occipitalis	470939	anml:insects	602410	590718	2351	|	105785	anml:insects	602410	5905	114	|	5858	prst:alveolates	4166	4166	71	|	6087	anml:basal metazoans	3381	3381	67	|	n/a	primary-div	anml:insects	58
ptg000315l	1723186	298390,80742,1520,0,0,0,0	1165498	|	Teleogryllus occipitalis	470939	anml:insects	1131447	1108074	3838	|	136037	anml:insects	1131447	10440	220	|	95602	anml:crustaceans	48804	10825	144	|	6687	anml:crustaceans	48804	9310	125	|	n/a	primary-div	anml:insects	66
ptg000316l	16366787	3350426,904494,15040,0,0,0,0	9924957	|	Teleogryllus occipitalis	470939	anml:insects	9522713	9362549	9889	|	441921	anml:insects	9522713	19972	605	|	6728	anml:crustaceans	215246	69323	334	|	6706	anml:crustaceans	215246	46287	259	|	n/a	primary-div	anml:insects	58
ptg000317l	3944189	946318,237473,6740,0,0,0,0	2123642	|	Teleogryllus occipitalis	470939	anml:insects	2030921	1945632	4385	|	105785	anml:insects	2030921	50901	425	|	6669	anml:crustaceans	85012	17543	229	|	27405	anml:crustaceans	85012	15580	210	|	n/a	primary-div	anml:insects	51
ptg000318l	2221708	560295,130188,1980,0,0,0,0	1013486	|	Teleogryllus occipitalis	470939	anml:insects	949089	919959	2816	|	136037	anml:insects	949089	11604	208	|	27405	anml:crustaceans	31257	7899	119	|	6728	anml:crustaceans	31257	8491	113	|	n/a	primary-div	anml:insects	43
ptg000319l	1934837	380647,95915,820,0,0,0,0	1267931	|	Teleogryllus occipitalis	470939	anml:insects	1226683	1216388	3904	|	431949	anml:insects	1226683	7411	135	|	6728	anml:crustaceans	26579	10295	134	|	6706	anml:crustaceans	26579	5688	115	|	n/a	primary-div	anml:insects	63
ptg000320l	2968043	632749,179201,1540,0,0,0,0	1725933	|	Teleogryllus occipitalis	470939	anml:insects	1642935	1626105	3888	|	136037	anml:insects	1642935	10728	178	|	6706	anml:crustaceans	31967	18385	167	|	6728	anml:crustaceans	31967	5536	116	|	n/a	primary-div	anml:insects	55
ptg000321l	1958611	616731,265661,400,0,0,0,0	679434	|	Teleogryllus occipitalis	470939	anml:insects	617443	591560	2210	|	13686	anml:insects	617443	6351	142	|	27687	anml:fishes	20775	4298	129	|	7906	anml:fishes	20775	5237	84	|	n/a	primary-div	anml:insects	32
ptg000322l	3687561	777761,283804,4180,0,0,0,0	2119194	|	Teleogryllus occipitalis	470939	anml:insects	2015386	1975671	4267	|	105785	anml:insects	2015386	23999	286	|	6728	anml:crustaceans	33575	9219	152	|	6706	anml:crustaceans	33575	17341	151	|	n/a	primary-div	anml:insects	55
ptg000323l	867152	328448,51660,0,0,0,0,0	244809	|	Teleogryllus occipitalis	470939	anml:insects	214806	208445	1117	|	7955	anml:fishes	16118	10823	122	|	4442	plnt:plants	14804	11681	121	|	27687	anml:fishes	16118	3747	102	|	n/a	repeat	anml:insects	25
ptg000324l	2962308	1003435,171271,520,0,0,0,0	885485	|	Teleogryllus occipitalis	470939	anml:insects	767957	726256	2280	|	343691	anml:insects	767957	3353	211	|	8005	anml:fishes	43263	9634	141	|	7906	anml:fishes	43263	12446	132	|	n/a	repeat	anml:insects	26
ptg000325l	324255	81134,20503,0,0,0,0,0	123599	|	Teleogryllus occipitalis	470939	anml:insects	106474	105081	820	|	97005	anml:nematodes	7853	3924	77	|	390379	anml:fishes	6174	2401	67	|	6337	anml:nematodes	7853	2420	57	|	n/a	primary-div	anml:insects	33
ptg000326l	908805	155519,46367,1620,0,0,0,0	624951	|	Teleogryllus occipitalis	470939	anml:insects	615229	606819	2791	|	431949	anml:insects	615229	7287	157	|	6465	anml:molluscs	12478	6279	97	|	35525	anml:crustaceans	6370	3947	86	|	n/a	primary-div	anml:insects	68
ptg000327l	3528920	1691522,139226,740,0,0,0,0	1246214	|	Teleogryllus occipitalis	470939	anml:insects	1166004	1025762	2860	|	431949	anml:insects	1166004	75310	564	|	2607531	anml:molluscs	30398	5185	117	|	6728	anml:crustaceans	17145	7043	99	|	n/a	repeat	anml:insects	33
ptg000328l	8826676	1630160,529191,4860,0,0,0,0	4881946	|	Teleogryllus occipitalis	470939	anml:insects	4708405	4578612	6657	|	105785	anml:insects	4708405	94012	532	|	95602	anml:crustaceans	108921	28825	246	|	6728	anml:crustaceans	108921	23314	194	|	n/a	primary-div	anml:insects	53
ptg000329l	3313527	692645,263302,420,0,0,0,0	1926271	|	Teleogryllus occipitalis	470939	anml:insects	1850773	1822937	4037	|	431949	anml:insects	1850773	7755	223	|	95602	anml:crustaceans	50445	16645	150	|	6728	anml:crustaceans	50445	15220	149	|	n/a	primary-div	anml:insects	56
ptg000330l	2388394	817821,115693,1180,0,0,0,0	836621	|	Teleogryllus occipitalis	470939	anml:insects	754943	730948	2149	|	441921	anml:insects	754943	6611	569	|	7955	anml:fishes	25023	8157	124	|	6687	anml:crustaceans	11892	3405	100	|	n/a	repeat	anml:insects	32
ptg000331l	3252183	690040,175546,2380,0,0,0,0	2042681	|	Teleogryllus occipitalis	470939	anml:insects	1969932	1944582	4473	|	32391	anml:insects	1969932	4182	292	|	13397	anml:fishes	37231	23219	171	|	27405	anml:crustaceans	36474	8975	147	|	n/a	primary-div	anml:insects	61
ptg000332l	1190134	223934,105165,600,0,0,0,0	806586	|	Teleogryllus occipitalis	470939	anml:insects	780184	760370	2736	|	431949	anml:insects	780184	11333	192	|	6706	anml:crustaceans	15380	8602	104	|	2743191	anml:echinoderms	4343	4343	93	|	n/a	primary-div	anml:insects	66
ptg000333l	3667503	690382,206239,3580,0,0,0,0	2154107	|	Teleogryllus occipitalis	470939	anml:insects	2057314	2009396	4394	|	136037	anml:insects	2057314	17194	307	|	6669	anml:crustaceans	47117	9403	138	|	35525	anml:crustaceans	47117	7184	134	|	n/a	primary-div	anml:insects	56
ptg000334l	3672067	903142,140991,3980,0,0,0,0	1932767	|	Teleogryllus occipitalis	470939	anml:insects	1852110	1776845	4235	|	431949	anml:insects	1852110	27967	312	|	348617	fung:fungi	5648	5519	150	|	96803	anml:crustaceans	19717	5171	114	|	n/a	primary-div	anml:insects	50
ptg000335l~~1..654932	654932	208323,26282,0,0,0,0,0	344502	|	Teleogryllus occipitalis	470939	anml:insects	330094	320557	1844	|	224129	anml:insects	330094	5674	131	|	8005	anml:fishes	9209	3598	67	|	8407	anml:amphibians	5828	3454	67	|	n/a	primary-div	anml:insects	50
ptg000335l~~654933..657640	2708	51,113,0,0,0,0,0	2681	|	Teleogryllus occipitalis	470939	anml:insects	954	954	89	|	1286938	prok:high GC Gram+	1772	987	37	|	1701085	prok:high GC Gram+	1772	683	29	|	1036780	prok:a-proteobacteria	909	551	28	|	n/a	primary-div	anml:insects	35
ptg000335l~~657641..1178153	520513	187513,38851,0,0,0,0,0	260759	|	Teleogryllus occipitalis	470939	anml:insects	239878	236903	1459	|	96803	anml:crustaceans	12865	5747	140	|	95602	anml:crustaceans	12865	5610	86	|	41139	anml:insects	239878	3728	85	|	n/a	primary-div	anml:insects	46
ptg000336l	498257	105703,49316,120,0,0,0,0	324701	|	Teleogryllus occipitalis	470939	anml:insects	311187	310734	1656	|	6728	anml:crustaceans	5164	5109	81	|	9361	anml:mammals	4023	4023	69	|	2762512	anml:rotifers	3052	2844	58	|	n/a	primary-div	anml:insects	62
ptg000337l	717539	168712,51526,1280,0,0,0,0	392828	|	Teleogryllus occipitalis	470939	anml:insects	376608	361444	2033	|	136037	anml:insects	376608	9142	158	|	174720	anml:nematodes	5497	4048	117	|	386614	anml:fishes	15145	4388	90	|	n/a	primary-div	anml:insects	52
ptg000338l	1418937	357078,94285,2980,0,0,0,0	673855	|	Teleogryllus occipitalis	470939	anml:insects	631749	613678	2224	|	197161	anml:insects	631749	9464	193	|	6687	anml:crustaceans	17902	4900	113	|	46731	anml:basal metazoans	6345	5352	102	|	n/a	primary-div	anml:insects	45
ptg000339l~~1..6624097	6624097	1400438,441119,8120,0,0,0,0	3688109	|	Teleogryllus occipitalis	470939	anml:insects	3489307	3440777	5616	|	105785	anml:insects	3489307	11201	199	|	8030	anml:fishes	117935	24480	173	|	27405	anml:crustaceans	72012	15282	153	|	n/a	primary-div	anml:insects	53
ptg000339l~~6624098..6626128	2031	0,295,660,0,0,0,0	2022	|	Mercenaria mercenaria	6596	anml:molluscs	2021	1324	76	|	1735272	anml:molluscs	2021	1613	73	|	6728	anml:crustaceans	990	990	42	|	2743191	anml:echinoderms	1102	1102	35	|	n/a	same-kingdom-chimeric	anml:molluscs	100
